date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ICHIMOKU,exit0_ICHIMOKU
2023-02-17,151.0269317626953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[152.7750015258789],[133.16749954223633],[152.7750015258789],[151.0269317626953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],152.7750015258789,152.7750015258789
2023-02-21,146.99757385253906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[152.7750015258789],[133.19249725341797],[152.7750015258789],[146.99757385253906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],152.7750015258789,152.7750015258789
2023-02-22,147.42327880859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[152.37000274658203],[133.14249801635742],[152.37000274658203],[147.42327880859375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],152.37000274658203,152.37000274658203
2023-02-23,147.90838623046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[151.74500274658203],[133.30749893188477],[151.74500274658203],[147.90838623046875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],151.74500274658203,151.74500274658203
2023-02-24,145.24525451660156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[151.74500274658203],[134.04749870300293],[151.74500274658203],[145.24525451660156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],151.74500274658203,151.74500274658203
2023-02-27,146.4431610107422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[151.0250015258789],[134.37750053405762],[151.0250015258789],[146.4431610107422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],151.0250015258789,151.0250015258789
2023-02-28,145.93826293945312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[151.0250015258789],[134.4099998474121],[151.0250015258789],[145.93826293945312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],151.0250015258789,151.0250015258789
2023-03-01,143.8592071533203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[151.0250015258789],[135.21749877929688],[151.0250015258789],[143.8592071533203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],151.0250015258789,151.0250015258789
2023-03-02,144.45323181152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[150.6699981689453],[135.56750106811523],[150.6699981689453],[144.45323181152344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.6699981689453,150.6699981689453
2023-03-03,149.52212524414062,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[148.4499969482422],[135.3175048828125],[148.4499969482422],[149.52212524414062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],148.4499969482422,148.4499969482422
2023-03-06,152.29415893554688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[147.5999984741211],[135.56250381469727],[147.5999984741211],[152.29415893554688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],147.5999984741211,147.5999984741211
2023-03-07,150.08644104003906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[136.08250045776367],[150.0999984741211],[150.08644104003906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-08,151.34373474121094,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[138.0999984741211],[150.0999984741211],[151.34373474121094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-09,149.0865020751953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[138.0999984741211],[150.0999984741211],[149.0865020751953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-10,147.0173797607422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[138.0999984741211],[150.0999984741211],[147.0173797607422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-13,148.96771240234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[138.21249771118164],[150.0999984741211],[148.96771240234375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-14,151.06655883789062,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[141.10749435424805],[150.0999984741211],[151.06655883789062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-15,151.46255493164062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[150.0999984741211],[144.43500137329102],[150.0999984741211],[151.46255493164062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],150.0999984741211,150.0999984741211
2023-03-16,154.2939910888672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[151.81500244140625],[144.43500137329102],[151.81500244140625],[154.2939910888672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],151.81500244140625,151.81500244140625
2023-03-17,153.45248413085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[152.03500366210938],[145.06250381469727],[152.03500366210938],[153.45248413085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],152.03500366210938,152.03500366210938
2023-03-20,155.82847595214844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[152.1750030517578],[145.06250381469727],[152.1750030517578],[155.82847595214844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],152.1750030517578,152.1750030517578
2023-03-21,157.6897430419922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[152.71500396728516],[145.21000480651855],[152.71500396728516],[157.6897430419922],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],152.71500396728516,152.71500396728516
2023-03-22,156.25424194335938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[153.50499725341797],[145.21000480651855],[153.50499725341797],[156.25424194335938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],153.50499725341797,153.50499725341797
2023-03-23,157.34323120117188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[154.875],[145.24250411987305],[154.875],[157.34323120117188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],154.875,154.875
2023-03-24,158.6500701904297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[154.9199981689453],[147.6775016784668],[154.9199981689453],[158.6500701904297],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],154.9199981689453,154.9199981689453
2023-03-27,156.69972229003906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[156.02999877929688],[147.6775016784668],[156.02999877929688],[156.69972229003906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],156.02999877929688,156.02999877929688
2023-03-28,156.07598876953125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[156.02999877929688],[148.34750366210938],[156.02999877929688],[156.07598876953125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],156.02999877929688,156.02999877929688
2023-03-29,159.1648712158203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[156.88999938964844],[148.59250259399414],[156.88999938964844],[159.1648712158203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],156.88999938964844,156.88999938964844
2023-03-30,160.73899841308594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[158.1449966430664],[148.44500350952148],[158.1449966430664],[160.73899841308594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],158.1449966430664,158.1449966430664
2023-03-31,163.2536163330078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[158.30999755859375],[148.66000366210938],[158.30999755859375],[163.2536163330078],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],158.30999755859375,158.30999755859375
2023-04-03,164.51095581054688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[160.48999786376953],[148.66000366210938],[160.48999786376953],[164.51095581054688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],160.48999786376953,160.48999786376953
2023-04-04,163.97634887695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.13499450683594],[148.3000030517578],[161.13499450683594],[163.97634887695312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.13499450683594,161.13499450683594
2023-04-05,162.125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.40999603271484],[148.41250228881836],[161.40999603271484],[162.125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.40999603271484,161.40999603271484
2023-04-06,163.01602172851562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.40999603271484],[149.33250045776367],[161.40999603271484],[163.01602172851562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.40999603271484,161.40999603271484
2023-04-10,160.41229248046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.40999603271484],[149.38249969482422],[161.40999603271484],[160.41229248046875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.40999603271484,161.40999603271484
2023-04-11,159.19456481933594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.40999603271484],[148.27249908447266],[161.40999603271484],[159.19456481933594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.40999603271484,161.40999603271484
2023-04-12,158.50155639648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.09500122070312],[148.47500228881836],[163.09500122070312],[158.50155639648438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.09500122070312,163.09500122070312
2023-04-13,163.90701293945312,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[163.30999755859375],[149.72500228881836],[163.30999755859375],[163.90701293945312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.30999755859375,163.30999755859375
2023-04-14,163.560546875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.30999755859375],[149.72500228881836],[163.30999755859375],[163.560546875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.30999755859375,163.30999755859375
2023-04-17,163.58033752441406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.30999755859375],[149.72500228881836],[163.30999755859375],[163.58033752441406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.30999755859375,163.30999755859375
2023-04-18,164.80795288085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.30999755859375],[149.72500228881836],[163.30999755859375],[164.80795288085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.30999755859375,163.30999755859375
2023-04-19,165.95639038085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.59500122070312],[150.36999893188477],[163.59500122070312],[165.95639038085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.59500122070312,163.59500122070312
2023-04-20,164.9861602783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.97000122070312],[150.36999893188477],[163.97000122070312],[164.9861602783203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.97000122070312,163.97000122070312
2023-04-21,163.3724365234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.97000122070312],[150.1074981689453],[163.97000122070312],[163.3724365234375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.97000122070312,163.97000122070312
2023-04-24,163.67935180664062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.97000122070312],[150.9650001525879],[163.97000122070312],[163.67935180664062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.97000122070312,163.97000122070312
2023-04-25,162.13491821289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.97000122070312],[151.10750198364258],[163.97000122070312],[162.13491821289062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.97000122070312,163.97000122070312
2023-04-26,162.125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[164.79000091552734],[151.24750137329102],[164.79000091552734],[162.125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],164.79000091552734,164.79000091552734
2023-04-27,166.7285919189453,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[165.4800033569336],[151.78750228881836],[165.4800033569336],[166.7285919189453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.4800033569336,165.4800033569336
2023-04-28,167.9859161376953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.68000030517578],[152.57749557495117],[165.68000030517578],[167.9859161376953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.68000030517578,165.68000030517578
2023-05-01,167.8968048095703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[166.32500457763672],[153.9474983215332],[166.32500457763672],[167.8968048095703],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],166.32500457763672,166.32500457763672
2023-05-02,166.85728454589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[166.625],[153.96999740600586],[166.625],[166.85728454589844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],166.625,166.625
2023-05-03,165.77818298339844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[166.625],[154.52499771118164],[166.625],[165.77818298339844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],166.625,166.625
2023-05-04,164.13475036621094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[166.86000061035156],[154.52499771118164],[166.86000061035156],[164.13475036621094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],166.86000061035156,166.86000061035156
2023-05-05,171.83706665039062,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[166.86000061035156],[154.95499801635742],[166.86000061035156],[171.83706665039062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],166.86000061035156,166.86000061035156
2023-05-08,171.76776123046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.5500030517578],[155.5824966430664],[168.5500030517578],[171.76776123046875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],168.5500030517578,168.5500030517578
2023-05-09,170.05502319335938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.5500030517578],[155.74749755859375],[168.5500030517578],[170.05502319335938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],168.5500030517578,168.5500030517578
2023-05-10,171.82716369628906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.30500030517578],[157.46999740600586],[169.30500030517578],[171.82716369628906],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.30500030517578,169.30500030517578
2023-05-11,172.01527404785156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.30500030517578],[158.11499404907227],[169.30500030517578],[172.01527404785156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.30500030517578,169.30500030517578
2023-05-12,171.08335876464844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.4499969482422],[158.38999557495117],[169.4499969482422],[171.08335876464844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.4499969482422,169.4499969482422
2023-05-15,170.58767700195312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.4499969482422],[158.38999557495117],[169.4499969482422],[170.58767700195312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.4499969482422,169.4499969482422
2023-05-16,170.58767700195312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.4499969482422],[158.38999557495117],[169.4499969482422],[170.58767700195312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.4499969482422,169.4499969482422
2023-05-17,171.20233154296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.4499969482422],[159.24749755859375],[169.4499969482422],[171.20233154296875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.4499969482422,169.4499969482422
2023-05-18,173.54202270507812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.50499725341797],[160.1599998474121],[172.50499725341797],[173.54202270507812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.50499725341797,172.50499725341797
2023-05-19,173.65106201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.8300018310547],[160.26749801635742],[172.8300018310547],[173.65106201171875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.8300018310547,172.8300018310547
2023-05-22,172.6993408203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.40499877929688],[160.26749801635742],[173.40499877929688],[172.6993408203125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.40499877929688,173.40499877929688
2023-05-23,170.08206176757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.40499877929688],[160.26749801635742],[173.40499877929688],[170.08206176757812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.40499877929688,173.40499877929688
2023-05-24,170.35963439941406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.40499877929688],[160.26749801635742],[173.40499877929688],[170.35963439941406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.40499877929688,173.40499877929688
2023-05-25,171.499755859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.40499877929688],[160.57500076293945],[173.40499877929688],[171.499755859375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.40499877929688,173.40499877929688
2023-05-26,173.91871643066406,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[173.40499877929688],[161.50500106811523],[173.40499877929688],[173.91871643066406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.40499877929688,173.40499877929688
2023-05-30,175.77261352539062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.40499877929688],[161.50500106811523],[173.40499877929688],[175.77261352539062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.40499877929688,173.40499877929688
2023-05-31,175.72303771972656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[174.7050018310547],[161.93500137329102],[174.7050018310547],[175.72303771972656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],174.7050018310547,174.7050018310547
2023-06-01,178.53857421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[174.93500518798828],[162.5625],[174.93500518798828],[178.53857421875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],174.93500518798828,174.93500518798828
2023-06-02,179.39114379882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[175.31999969482422],[162.9724998474121],[175.31999969482422],[179.39114379882812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.31999969482422,175.31999969482422
2023-06-05,178.03297424316406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[176.1500015258789],[163.7750015258789],[176.1500015258789],[178.03297424316406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],176.1500015258789,176.1500015258789
2023-06-06,177.6661834716797,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[177.73500061035156],[163.9749984741211],[177.73500061035156],[177.6661834716797],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],177.73500061035156,177.73500061035156
2023-06-07,176.2881317138672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[177.73500061035156],[164.62000274658203],[177.73500061035156],[176.2881317138672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],177.73500061035156,177.73500061035156
2023-06-08,179.01446533203125,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[178.31999969482422],[164.9199981689453],[178.31999969482422],[179.01446533203125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],178.31999969482422,178.31999969482422
2023-06-09,179.40109252929688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[179.02999877929688],[164.9199981689453],[179.02999877929688],[179.40109252929688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],179.02999877929688,179.02999877929688
2023-06-12,182.20669555664062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[180.76000213623047],[165.15499877929688],[180.76000213623047],[182.20669555664062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],180.76000213623047,180.76000213623047
2023-06-13,181.73086547851562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[180.85499572753906],[165.99750137329102],[180.85499572753906],[181.73086547851562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],180.85499572753906,180.85499572753906
2023-06-14,182.36534118652344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[180.93999481201172],[167.79500198364258],[180.93999481201172],[182.36534118652344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],180.93999481201172,180.93999481201172
2023-06-15,184.40757751464844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.13500213623047],[167.79500198364258],[181.13500213623047],[184.40757751464844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],181.13500213623047,181.13500213623047
2023-06-16,183.3269500732422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[181.92000579833984],[168.17250061035156],[181.92000579833984],[183.3269500732422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],181.92000579833984,181.92000579833984
2023-06-20,183.4162139892578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[182.1550064086914],[168.17250061035156],[182.1550064086914],[183.4162139892578],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],182.1550064086914,182.1550064086914
2023-06-21,182.37525939941406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[182.1550064086914],[168.31749725341797],[182.1550064086914],[182.37525939941406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],182.1550064086914,182.1550064086914
2023-06-22,185.38905334472656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[182.22500610351562],[168.31749725341797],[182.22500610351562],[185.38905334472656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],182.22500610351562,182.22500610351562
2023-06-23,185.07180786132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[183.84000396728516],[168.31749725341797],[183.84000396728516],[185.07180786132812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],183.84000396728516,183.84000396728516
2023-06-26,183.6739501953125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[184.26499938964844],[168.31749725341797],[184.26499938964844],[183.6739501953125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],184.26499938964844,184.26499938964844
2023-06-27,186.43992614746094,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[185.03500366210938],[169.84499740600586],[185.03500366210938],[186.43992614746094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],185.03500366210938,185.03500366210938
2023-06-28,187.61965942382812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[185.2050018310547],[170.5800018310547],[185.2050018310547],[187.61965942382812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],185.2050018310547,185.2050018310547
2023-06-29,187.95672607421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[186.2449951171875],[171.5],[186.2449951171875],[187.95672607421875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],186.2449951171875,186.2449951171875
2023-06-30,192.29901123046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[186.3300018310547],[171.5],[186.3300018310547],[192.29901123046875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],186.3300018310547,186.3300018310547
2023-07-03,190.80201721191406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[188.53499603271484],[171.5],[188.53499603271484],[190.80201721191406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],188.53499603271484,188.53499603271484
2023-07-05,189.6817626953125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[188.53499603271484],[171.5],[188.53499603271484],[189.6817626953125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],188.53499603271484,188.53499603271484
2023-07-06,190.1575927734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.0749969482422],[171.5],[189.0749969482422],[190.1575927734375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.0749969482422,189.0749969482422
2023-07-07,189.037353515625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.7449951171875],[171.5],[189.7449951171875],[189.037353515625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.7449951171875,189.7449951171875
2023-07-10,186.9851837158203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.85499572753906],[172.8000030517578],[189.85499572753906],[186.9851837158203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],189.85499572753906,189.85499572753906
2023-07-11,186.45974731445312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.0749969482422],[173.0050048828125],[190.0749969482422],[186.45974731445312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.0749969482422,190.0749969482422
2023-07-12,188.1352081298828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.54000091552734],[173.38999938964844],[190.54000091552734],[188.1352081298828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.54000091552734,190.54000091552734
2023-07-13,188.8985595703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.54000091552734],[174.5974998474121],[190.54000091552734],[188.8985595703125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.54000091552734,190.54000091552734
2023-07-14,189.04727172851562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.54000091552734],[176.18249893188477],[190.54000091552734],[189.04727172851562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.54000091552734,190.54000091552734
2023-07-17,192.31884765625,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[190.24000549316406],[176.18249893188477],[190.24000549316406],[192.31884765625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.24000549316406,190.24000549316406
2023-07-18,192.06109619140625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.4600067138672],[176.4749984741211],[190.4600067138672],[192.06109619140625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.4600067138672,190.4600067138672
2023-07-19,193.41928100585938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.46500396728516],[176.82999801635742],[190.46500396728516],[193.41928100585938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],190.46500396728516,190.46500396728516
2023-07-20,191.46624755859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.41500091552734],[177.69499969482422],[192.41500091552734],[191.46624755859375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],192.41500091552734,192.41500091552734
2023-07-21,190.28651428222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.41500091552734],[179.2699966430664],[192.41500091552734],[190.28651428222656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],192.41500091552734,192.41500091552734
2023-07-24,191.0895233154297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.41500091552734],[179.31249618530273],[192.41500091552734],[191.0895233154297],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],192.41500091552734,192.41500091552734
