date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ICHIMOKU,exit0_ICHIMOKU
2022-01-07,169.20913696289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[177.29000091552734],[157.20000076293945],[177.29000091552734],[169.20913696289062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],177.29000091552734,177.29000091552734
2022-01-10,169.22879028320312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[176.98500061035156],[160.0150032043457],[176.98500061035156],[169.22879028320312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],176.98500061035156,176.98500061035156
2022-01-11,172.06906127929688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[175.55500030517578],[160.84250259399414],[175.55500030517578],[172.06906127929688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.55500030517578,175.55500030517578
2022-01-12,172.5113525390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[175.55500030517578],[160.84250259399414],[175.55500030517578],[172.5113525390625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.55500030517578,175.55500030517578
2022-01-13,169.22879028320312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[175.55500030517578],[160.84250259399414],[175.55500030517578],[169.22879028320312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.55500030517578,175.55500030517578
2022-01-14,170.09368896484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[175.55500030517578],[161.75],[175.55500030517578],[170.09368896484375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.55500030517578,175.55500030517578
2022-01-18,166.8798828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[175.55500030517578],[163.94000244140625],[175.55500030517578],[166.8798828125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],175.55500030517578,175.55500030517578
2022-01-19,163.37132263183594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[174.1699981689453],[164.69499969482422],[174.1699981689453],[163.37132263183594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],174.1699981689453,174.1699981689453
2022-01-20,161.6808624267578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.55999755859375],[166.13500213623047],[171.55999755859375],[161.6808624267578],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.55999755859375,171.55999755859375
2022-01-21,159.6169891357422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[170.67999267578125],[167.38500213623047],[170.67999267578125],[159.6169891357422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],170.67999267578125,170.67999267578125
2022-01-24,158.84059143066406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.73999786376953],[167.38500213623047],[169.73999786376953],[158.84059143066406],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.73999786376953,169.73999786376953
2022-01-25,157.03219604492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.93999481201172],[167.8650016784668],[165.93999481201172],[157.03219604492188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.93999481201172,165.93999481201172
2022-01-26,156.94375610351562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.93999481201172],[169.00500106811523],[165.93999481201172],[156.94375610351562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.93999481201172,165.93999481201172
2022-01-27,156.4818572998047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.65999603271484],[170.02000045776367],[165.65999603271484],[156.4818572998047],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.65999603271484,165.65999603271484
2022-01-28,167.40078735351562,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[164.23999786376953],[169.8000030517578],[164.23999786376953],[167.40078735351562],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],164.23999786376953,164.23999786376953
2022-01-31,171.77426147460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[163.6199951171875],[170.2650032043457],[163.6199951171875],[171.77426147460938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],163.6199951171875,163.6199951171875
2022-02-01,171.607177734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[164.8499984741211],[170.2650032043457],[164.8499984741211],[171.607177734375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],164.8499984741211,164.8499984741211
2022-02-02,172.81602478027344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[164.8499984741211],[170.67750549316406],[164.8499984741211],[172.81602478027344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],164.8499984741211,164.8499984741211
2022-02-03,169.9265899658203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.29000091552734],[170.94500350952148],[165.29000091552734],[169.9265899658203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.29000091552734,165.29000091552734
2022-02-04,169.64117431640625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.47000122070312],[171.82000350952148],[165.47000122070312],[169.64117431640625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.47000122070312,165.47000122070312
2022-02-07,168.9228515625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[166.6300048828125],[171.82000350952148],[166.6300048828125],[168.9228515625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],166.6300048828125,166.6300048828125
2022-02-08,172.0422821044922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[167.0300064086914],[171.82000350952148],[167.0300064086914],[172.0422821044922],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],167.0300064086914,167.0300064086914
2022-02-09,173.4691925048828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[167.26000213623047],[171.82000350952148],[167.26000213623047],[173.4691925048828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],167.26000213623047,167.26000213623047
2022-02-10,169.37551879882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.7249984741211],[172.81000137329102],[169.7249984741211],[169.37551879882812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.7249984741211,169.7249984741211
2022-02-11,165.9510040283203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[173.07999420166016],[173.95750045776367],[173.07999420166016],[165.9510040283203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],173.07999420166016,173.07999420166016
2022-02-14,166.18719482421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[172.3449935913086],[174.5800018310547],[172.3449935913086],[166.18719482421875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],172.3449935913086,172.3449935913086
2022-02-15,170.0348358154297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.60499572753906],[173.8300018310547],[171.60499572753906],[170.0348358154297],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.60499572753906,171.60499572753906
2022-02-16,169.79867553710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.60499572753906],[173.6775016784668],[171.60499572753906],[169.79867553710938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.60499572753906,171.60499572753906
2022-02-17,166.18719482421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.60499572753906],[173.44250106811523],[171.60499572753906],[166.18719482421875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.60499572753906,171.60499572753906
2022-02-18,164.6323699951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.60499572753906],[174.58250045776367],[171.60499572753906],[164.6323699951172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.60499572753906,171.60499572753906
2022-02-22,161.6999053955078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[171.4199981689453],[175.37750244140625],[171.4199981689453],[161.6999053955078],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],171.4199981689453,171.4199981689453
2022-02-23,157.51766967773438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[169.39999389648438],[175.37750244140625],[169.39999389648438],[157.51766967773438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.39999389648438,169.39999389648438
2022-02-24,160.1450958251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[167.61499786376953],[175.37750244140625],[167.61499786376953],[160.1450958251953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],167.61499786376953,167.61499786376953
2022-02-25,162.221435546875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.6699981689453],[174.68500137329102],[162.6699981689453],[162.221435546875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.6699981689453,162.6699981689453
2022-02-28,162.48712158203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.6699981689453],[173.0],[162.6699981689453],[162.48712158203125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.6699981689453,162.6699981689453
2022-03-01,160.59774780273438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.6699981689453],[172.1199951171875],[162.6699981689453],[160.59774780273438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.6699981689453,162.6699981689453
2022-03-02,163.90419006347656,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[162.6699981689453],[171.18000030517578],[162.6699981689453],[163.90419006347656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.6699981689453,162.6699981689453
2022-03-03,163.5794677734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.9550018310547],[167.37999725341797],[161.9550018310547],[163.5794677734375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.9550018310547,161.9550018310547
2022-03-04,160.56820678710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.2699966430664],[167.37999725341797],[161.2699966430664],[160.56820678710938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.2699966430664,161.2699966430664
2022-03-07,156.75994873046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[160.4550018310547],[167.23999786376953],[160.4550018310547],[156.75994873046875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],160.4550018310547,160.4550018310547
2022-03-08,154.9295654296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[160.4550018310547],[166.52999877929688],[160.4550018310547],[154.9295654296875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],160.4550018310547,160.4550018310547
2022-03-09,160.3517303466797,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[160.4550018310547],[166.21999740600586],[160.4550018310547],[160.3517303466797],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],160.4550018310547,160.4550018310547
2022-03-10,155.99240112304688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.3550033569336],[166.83499908447266],[162.3550033569336],[155.99240112304688],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.3550033569336,162.3550033569336
2022-03-11,152.2628173828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.3550033569336],[166.83499908447266],[162.3550033569336],[152.2628173828125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.3550033569336,162.3550033569336
2022-03-14,148.2183380126953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.7050018310547],[167.05500030517578],[161.7050018310547],[148.2183380126953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.7050018310547,161.7050018310547
2022-03-15,152.6170654296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[159.5050048828125],[167.14500045776367],[159.5050048828125],[152.6170654296875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],159.5050048828125,159.5050048828125
2022-03-16,157.04530334472656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[159.5050048828125],[167.72500228881836],[159.5050048828125],[157.04530334472656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],159.5050048828125,159.5050048828125
2022-03-17,158.05886840820312,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[157.82500457763672],[167.9250030517578],[157.82500457763672],[158.05886840820312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],157.82500457763672,157.82500457763672
2022-03-18,161.36532592773438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[157.56000518798828],[168.04000091552734],[157.56000518798828],[161.36532592773438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],157.56000518798828,157.56000518798828
2022-03-21,162.74298095703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[157.29000091552734],[169.27249908447266],[157.29000091552734],[162.74298095703125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],157.29000091552734,157.29000091552734
2022-03-22,166.1281280517578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[158.22500610351562],[170.25749588012695],[158.22500610351562],[166.1281280517578],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],158.22500610351562,158.22500610351562
2022-03-23,167.4959716796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[159.76000213623047],[169.14249420166016],[159.76000213623047],[167.4959716796875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],159.76000213623047,159.76000213623047
2022-03-24,171.29443359375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[161.37000274658203],[168.7724952697754],[161.37000274658203],[171.29443359375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],161.37000274658203,161.37000274658203
2022-03-25,171.9340362548828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.12000274658203],[168.7724952697754],[162.12000274658203],[171.9340362548828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.12000274658203,162.12000274658203
2022-03-28,172.800048828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[162.8300018310547],[168.7724952697754],[162.8300018310547],[172.800048828125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],162.8300018310547,162.8300018310547
2022-03-29,176.1064910888672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[165.09500122070312],[168.7724952697754],[165.09500122070312],[176.1064910888672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],165.09500122070312,165.09500122070312
2022-03-30,174.93544006347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[168.31999969482422],[168.5474967956543],[168.31999969482422],[174.93544006347656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],168.31999969482422,168.31999969482422
2022-03-31,171.82582092285156,0,[True],[False],BUY. Shares: 19,Entry conditions met: True,{},"{'order_size': 19, 'order_price': None, 'order_valid': None, 'order_status': 1}",[169.68499755859375],[167.53749465942383],[169.68499755859375],[171.82582092285156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],169.68499755859375,169.68499755859375
