date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ZLEMA,exit0_ZLEMA
2024-05-08,181.88119506835938,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[181.0313499115132],[172.65001289680754],[181.0313499115132],[172.65001289680754],['ZLEMA cross_above None'],['ZLEMA cross_below None'],181.0313499115132,181.0313499115132
2024-05-09,183.7025909423828,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[182.94302774631618],[174.253717292515],[182.94302774631618],[174.253717292515],['ZLEMA cross_above None'],['ZLEMA cross_below None'],182.94302774631618,182.94302774631618
2024-05-10,182.43685913085938,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[183.29647604847742],[176.11996995396063],[183.29647604847742],[176.11996995396063],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.29647604847742,183.29647604847742
2024-05-13,185.65602111816406,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[183.42760216288778],[177.64855965703174],[183.42760216288778],[177.64855965703174],['ZLEMA cross_above None'],['ZLEMA cross_below None'],183.42760216288778,183.42760216288778
2024-05-14,186.80215454101562,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[184.58063301519653],[179.4258413818427],[184.58063301519653],[179.4258413818427],['ZLEMA cross_above None'],['ZLEMA cross_below None'],184.58063301519653,184.58063301519653
2024-05-15,189.0845184326172,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[185.8792659240102],[181.10021592821326],[185.8792659240102],[181.10021592821326],['ZLEMA cross_above None'],['ZLEMA cross_below None'],185.8792659240102,185.8792659240102
2024-05-16,189.2041015625,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[187.440571378345],[182.90519998910727],[187.440571378345],[182.90519998910727],['ZLEMA cross_above None'],['ZLEMA cross_below None'],187.440571378345,187.440571378345
2024-05-17,189.23399353027344,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[188.99162094485328],[184.64704865884985],[188.99162094485328],[184.64704865884985],['ZLEMA cross_above None'],['ZLEMA cross_below None'],188.99162094485328,188.99162094485328
2024-05-20,190.40008544921875,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[189.6862291262223],[186.01068235645178],[189.6862291262223],[186.01068235645178],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.6862291262223,189.6862291262223
2024-05-21,191.70570373535156,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[190.47019044098585],[187.64035835928655],[190.47019044098585],[187.64035835928655],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.47019044098585,190.47019044098585
2024-05-22,190.2605438232422,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[191.1714083677313],[189.3995003177726],[191.1714083677313],[189.3995003177726],['ZLEMA cross_above None'],['ZLEMA cross_below None'],191.1714083677313,191.1714083677313
2024-05-23,186.25401306152344,39,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[191.19787704341365],[190.61916323357408],[191.19787704341365],[190.61916323357408],['ZLEMA cross_above None'],['ZLEMA cross_below None'],191.19787704341365,191.19787704341365
2024-05-24,189.3436279296875,39,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -39, 'order_price': None, 'order_valid': None, 'order_status': 1}",[189.75717805238816],[190.57856158279412],[189.75717805238816],[190.57856158279412],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.75717805238816,189.75717805238816
2024-05-28,189.3535919189453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.4899039356187],[191.04647420812293],[189.4899039356187],[191.04647420812293],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.4899039356187,189.4899039356187
2024-05-29,189.652587890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.03746323869512],[191.441179965802],[189.03746323869512],[191.441179965802],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.03746323869512,189.03746323869512
2024-05-30,190.6492462158203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[189.0387666422065],[191.82716711077546],[189.0387666422065],[191.82716711077546],['ZLEMA cross_above None'],['ZLEMA cross_below None'],189.0387666422065,189.0387666422065
2024-05-31,191.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.1307144109175],[192.19934352229046],[190.1307144109175],[192.19934352229046],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.1307144109175,190.1307144109175
2024-06-03,193.38006591796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[190.81030064906034],[192.75262507049956],[190.81030064906034],[192.75262507049956],['ZLEMA cross_above None'],['ZLEMA cross_below None'],190.81030064906034,190.81030064906034
2024-06-04,193.69900512695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[192.00961687959338],[193.29143059613014],[192.00961687959338],[193.29143059613014],['ZLEMA cross_above None'],['ZLEMA cross_below None'],192.00961687959338,192.00961687959338
2024-06-05,195.21389770507812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[193.05249060390025],[193.76268382946955],[193.05249060390025],[193.76268382946955],['ZLEMA cross_above None'],['ZLEMA cross_below None'],193.05249060390025,193.05249060390025
2024-06-06,193.82855224609375,0,[True],[False],BUY. Shares: 37,Entry conditions met: True,{},"{'order_size': 37, 'order_price': None, 'order_valid': None, 'order_status': 1}",[194.2754103476158],[194.25175435515146],[194.2754103476158],[194.25175435515146],['ZLEMA cross_above None'],['ZLEMA cross_below None'],194.2754103476158,194.2754103476158
2024-06-07,196.23048400878906,37,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[194.5982577693206],[194.5228026502828],[194.5982577693206],[194.5228026502828],['ZLEMA cross_above None'],['ZLEMA cross_below None'],194.5982577693206,194.5982577693206
2024-06-10,192.47311401367188,37,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[195.41328401119128],[195.08436212363907],[195.41328401119128],[195.08436212363907],['ZLEMA cross_above None'],['ZLEMA cross_below None'],195.41328401119128,195.41328401119128
2024-06-11,206.45611572265625,37,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -37, 'order_price': None, 'order_valid': None, 'order_status': 1}",[194.65581835468205],[195.049638281993],[194.65581835468205],[195.049638281993],['ZLEMA cross_above None'],['ZLEMA cross_below None'],194.65581835468205,194.65581835468205
2024-06-12,212.35629272460938,0,[True],[False],BUY. Shares: 33,Entry conditions met: True,{},"{'order_size': 33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[198.84536660660063],[196.7371795354103],[198.84536660660063],[196.7371795354103],['ZLEMA cross_above None'],['ZLEMA cross_below None'],198.84536660660063,198.84536660660063
2024-06-13,213.5223846435547,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[204.6705787150596],[199.1703964444791],[204.6705787150596],[199.1703964444791],['ZLEMA cross_above None'],['ZLEMA cross_below None'],204.6705787150596,204.6705787150596
2024-06-14,211.7782440185547,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[209.4239799083797],[201.85558094648601],[209.4239799083797],[201.85558094648601],['ZLEMA cross_above None'],['ZLEMA cross_below None'],209.4239799083797,209.4239799083797
2024-06-17,215.94422912597656,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[213.36205156566294],[203.94314734396576],[213.36205156566294],[203.94314734396576],['ZLEMA cross_above None'],['ZLEMA cross_below None'],213.36205156566294,213.36205156566294
2024-06-18,213.5721893310547,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[215.55664992268728],[206.43293566583944],[215.55664992268728],[206.43293566583944],['ZLEMA cross_above None'],['ZLEMA cross_below None'],215.55664992268728,215.55664992268728
2024-06-20,208.97764587402344,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[215.4169110162896],[208.43673276942945],[215.4169110162896],[208.43673276942945],['ZLEMA cross_above None'],['ZLEMA cross_below None'],215.4169110162896,215.4169110162896
2024-06-21,206.79498291015625,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[213.41981939596278],[209.65410778638412],[213.41981939596278],[209.65410778638412],['ZLEMA cross_above None'],['ZLEMA cross_below None'],213.41981939596278,213.41981939596278
2024-06-24,207.44281005859375,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[211.3092561970164],[210.44958034823787],[211.3092561970164],[210.44958034823787],['ZLEMA cross_above None'],['ZLEMA cross_below None'],211.3092561970164,211.3092561970164
2024-06-25,208.3697052001953,33,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[209.0605534323245],[211.16286898378505],[209.0605534323245],[211.16286898378505],['ZLEMA cross_above None'],['ZLEMA cross_below None'],209.0605534323245,209.0605534323245
2024-06-26,212.5356903076172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[207.98903845723567],[211.9291616476336],[207.98903845723567],[211.9291616476336],['ZLEMA cross_above None'],['ZLEMA cross_below None'],207.98903845723567,207.98903845723567
2024-06-27,213.38284301757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[209.46261959977662],[213.08582753553833],[209.46261959977662],[213.08582753553833],['ZLEMA cross_above None'],['ZLEMA cross_below None'],209.46261959977662,209.46261959977662
2024-06-28,209.9144744873047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[211.3731802407263],[214.36655697124957],[211.3731802407263],[214.36655697124957],['ZLEMA cross_above None'],['ZLEMA cross_below None'],211.3731802407263,211.3731802407263
2024-07-01,216.02395629882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[211.55735454532436],[214.96216393864125],[211.55735454532436],[214.96216393864125],['ZLEMA cross_above None'],['ZLEMA cross_below None'],211.55735454532436,211.55735454532436
2024-07-02,219.5321807861328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[213.76114597298553],[216.55007585124406],[213.76114597298553],[216.55007585124406],['ZLEMA cross_above None'],['ZLEMA cross_below None'],213.76114597298553,213.76114597298553
2024-07-03,220.80789184570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[216.08251420783333],[217.58608681888055],[216.08251420783333],[217.58608681888055],['ZLEMA cross_above None'],['ZLEMA cross_below None'],216.08251420783333,216.08251420783333
2024-07-05,225.5818328857422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[218.29168265619603],[218.33920966713322],[218.29168265619603],[218.33920966713322],['ZLEMA cross_above None'],['ZLEMA cross_below None'],218.29168265619603,218.29168265619603
2024-07-08,227.056884765625,0,[True],[False],BUY. Shares: 31,Entry conditions met: True,{},"{'order_size': 31, 'order_price': None, 'order_valid': None, 'order_status': 1}",[222.46577513401124],[219.58450460008785],[222.46577513401124],[219.58450460008785],['ZLEMA cross_above None'],['ZLEMA cross_below None'],222.46577513401124,222.46577513401124
2024-07-09,227.9139862060547,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.30650933372226],[221.05231240090126],[225.30650933372226],[221.05231240090126],['ZLEMA cross_above None'],['ZLEMA cross_below None'],225.30650933372226,225.30650933372226
2024-07-10,232.1995849609375,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[227.30456065958668],[222.26724342575494],[227.30456065958668],[222.26724342575494],['ZLEMA cross_above None'],['ZLEMA cross_below None'],227.30456065958668,227.30456065958668
2024-07-11,226.80772399902344,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[230.2657820080567],[224.10980711382368],[230.2657820080567],[224.10980711382368],['ZLEMA cross_above None'],['ZLEMA cross_below None'],230.2657820080567,230.2657820080567
2024-07-12,229.76776123046875,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[229.85993348155634],[225.43419388867528],[229.85993348155634],[225.43419388867528],['ZLEMA cross_above None'],['ZLEMA cross_below None'],229.85993348155634,229.85993348155634
2024-07-15,233.61483764648438,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[230.33606152042108],[227.19589360881116],[230.33606152042108],[227.19589360881116],['ZLEMA cross_above None'],['ZLEMA cross_below None'],230.33606152042108,230.33606152042108
2024-07-16,234.03343200683594,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[231.96872107796526],[229.29853693949272],[231.96872107796526],[229.29853693949272],['ZLEMA cross_above None'],['ZLEMA cross_below None'],231.96872107796526,231.96872107796526
2024-07-17,228.1133270263672,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[232.67754980065052],[231.2597383507175],[232.67754980065052],[231.2597383507175],['ZLEMA cross_above None'],['ZLEMA cross_below None'],232.67754980065052,232.67754980065052
2024-07-18,223.42906188964844,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[232.08507348302513],[232.06175289229168],[232.08507348302513],[232.06175289229168],['ZLEMA cross_above None'],['ZLEMA cross_below None'],232.08507348302513,232.08507348302513
2024-07-19,223.55862426757812,31,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -31, 'order_price': None, 'order_valid': None, 'order_status': 1}",[229.3587624040802],[232.15294823870636],[229.3587624040802],[232.15294823870636],['ZLEMA cross_above None'],['ZLEMA cross_below None'],229.3587624040802,229.3587624040802
2024-07-22,223.20980834960938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[226.4757894012787],[232.4787434521996],[226.4757894012787],[232.4787434521996],['ZLEMA cross_above None'],['ZLEMA cross_below None'],226.4757894012787,226.4757894012787
2024-07-23,224.2563018798828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.91404309057032],[232.3443509972442],[223.91404309057032],[232.3443509972442],['ZLEMA cross_above None'],['ZLEMA cross_below None'],223.91404309057032,223.91404309057032
2024-07-24,217.80795288085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.27499466199362],[232.12732338281765],[223.27499466199362],[232.12732338281765],['ZLEMA cross_above None'],['ZLEMA cross_below None'],223.27499466199362,223.27499466199362
2024-07-25,216.76148986816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.25896724564393],[231.00994857850785],[221.25896724564393],[231.00994857850785],['ZLEMA cross_above None'],['ZLEMA cross_below None'],221.25896724564393,221.25896724564393
